Player,2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Lg,MP,ORB,PF,PTS,Player,Pos,STL,Season,TOV,TRB,Tm,eFG%
Andrea Bargnani,192,.487,394,30,.278,108,45,28,52,153,222,.442,502,84,.824,102,42,39,NBA,1257,69,100,558,Andrea Bargnani,C,14,2013-14,58,222,NYK,.472
Andrea Bargnani,149,.466,320,15,.366,41,46,29,27,95,164,.454,361,87,.813,107,29,22,NBA,785,32,53,430,Andrea Bargnani,C,2,2014-15,42,127,NYK,.475
Andrea Bargnani,41,.427,96,2,.222,9,2,30,4,18,43,.410,105,13,.929,14,17,0,NBA,223,11,28,101,Andrea Bargnani,C,1,2015-16,12,29,BRK,.419
Harrison Barnes,224,.464,483,52,.359,145,98,20,14,280,276,.439,628,144,.758,190,81,81,NBA,2058,53,140,748,Harrison Barnes,SF,52,2012-13,101,333,GSW,.481
Harrison Barnes,205,.419,489,66,.347,190,116,21,20,245,271,.399,679,130,.718,181,78,24,NBA,2204,66,158,738,Harrison Barnes,SF,65,2013-14,84,311,GSW,.448
Harrison Barnes,229,.519,441,87,.405,215,116,22,19,336,316,.482,656,108,.720,150,82,82,NBA,2318,117,146,827,Harrison Barnes,SF,61,2014-15,71,453,GSW,.548
Harrison Barnes,63,.553,114,21,.389,54,33,23,3,64,84,.500,168,39,.830,47,17,17,NBA,512,21,31,228,Harrison Barnes,SF,16,2015-16,18,85,GSW,.563
Matt Barnes,61,.488,125,2,.154,13,48,23,3,98,63,.457,138,43,.705,61,38,9,NBA,724,53,76,171,Matt Barnes,SF,27,2003-04,44,151,LAC,.464
Matt Barnes,57,.442,129,5,.227,22,57,24,7,84,62,.411,151,35,.603,58,43,9,NBA,715,49,80,164,Matt Barnes,SF,30,2004-05,45,133,SAC,.427
Matt Barnes,67,.536,125,3,.200,15,28,25,7,73,70,.500,140,32,.681,47,56,5,NBA,631,48,100,175,Matt Barnes,PF-SF,20,2005-06,30,121,TOT,.511
Matt Barnes,10,.385,26,1,.250,4,6,25,0,17,11,.367,30,3,.750,4,6,5,NBA,93,7,8,26,Matt Barnes,SF,4,2005-06,6,24,NYK,.383
Matt Barnes,57,.576,99,2,.182,11,22,25,7,56,59,.536,110,29,.674,43,50,0,NBA,538,41,92,149,Matt Barnes,PF,16,2005-06,24,97,PHI,.545
Matt Barnes,169,.500,338,106,.366,290,156,26,41,259,275,.438,628,90,.732,123,76,23,NBA,1813,91,188,746,Matt Barnes,PF,73,2006-07,105,350,GSW,.522
Matt Barnes,134,.513,261,53,.293,181,139,27,36,230,187,.423,442,59,.747,79,73,18,NBA,1414,94,159,486,Matt Barnes,PF,48,2007-08,85,324,GSW,.483
Matt Barnes,168,.505,333,117,.343,341,212,28,26,342,285,.423,674,101,.743,136,77,40,NBA,2082,79,209,788,Matt Barnes,PF,52,2008-09,130,421,PHO,.510
Matt Barnes,205,.586,350,66,.319,207,134,29,30,339,271,.487,557,108,.740,146,81,58,NBA,2097,106,185,716,Matt Barnes,SF,59,2009-10,112,445,ORL,.546
Matt Barnes,97,.564,172,34,.318,107,71,30,22,155,131,.470,279,60,.779,77,53,0,NBA,1020,73,127,356,Matt Barnes,SF,39,2010-11,58,228,LAL,.530
Matt Barnes,129,.518,249,46,.333,138,126,31,48,247,175,.452,387,95,.742,128,63,16,NBA,1440,97,152,491,Matt Barnes,SF,35,2011-12,73,344,LAL,.512
Matt Barnes,201,.574,350,111,.342,325,123,32,63,255,312,.462,675,87,.744,117,80,4,NBA,2058,111,233,822,Matt Barnes,SF,82,2012-13,90,366,LAC,.544
Matt Barnes,134,.549,244,97,.343,283,125,33,28,232,231,.438,527,66,.733,90,63,40,NBA,1735,60,185,625,Matt Barnes,SF,56,2013-14,85,292,LAC,.530
Matt Barnes,141,.569,248,136,.362,376,114,34,50,251,277,.444,624,74,.779,95,76,74,NBA,2271,51,240,764,Matt Barnes,SF,67,2014-15,87,302,LAC,.553
Matt Barnes,36,.486,74,23,.274,84,32,35,11,70,59,.373,158,26,.788,33,21,3,NBA,507,17,65,167,Matt Barnes,SF,23,2015-16,15,87,MEM,.446
Earl Barron,5,.313,16,0,NA,0,0,24,0,8,5,.313,16,3,.750,4,8,0,NBA,45,2,10,13,Earl Barron,C,0,2005-06,5,10,MIA,.313
Earl Barron,24,.293,82,0,.000,1,5,25,4,22,24,.289,83,17,.944,18,28,0,NBA,203,19,21,65,Earl Barron,C,6,2006-07,11,41,MIA,.289
Earl Barron,131,.417,314,1,.077,13,29,26,8,131,132,.404,327,61,.701,87,46,15,NBA,889,67,114,326,Earl Barron,C,19,2007-08,48,198,MIA,.405
Earl Barron,0,NA,0,30,.441,68,31,27,77,29,7,232,6,68,.441,.441,NYK,NBA,2009-10,C,22,4,4,Earl Barron,28,46,2008-09,8,.759,"Did Not Play (other pro league—Italy, D-League)",30
Earl Barron,0,NA,0,32,.323,99,32,24,76,24,21,305,7,99,.323,.323,TOT,NBA,2010-11,C,15,8,6,Earl Barron,29,44,11,11,.625,82,32
Earl Barron,0,NA,0,12,.235,51,16,46,40,20,12,183,6,51,.235,.235,PHO,NBA,2010-11,C,12,6,4,Earl Barron,29,24,16,4,.600,79,12
Earl Barron,0,NA,0,17,.459,37,12,32,22,2,7,85,0,37,.459,.459,MIL,NBA,2010-11,C,2,2,2,Earl Barron,29,10,11,4,1.000,36,17
Earl Barron,0,NA,0,3,.273,11,4,10,14,2,2,37,1,11,.273,.273,POR,NBA,2010-11,C,1,0,0,Earl Barron,29,10,2,3,.500,36,3
Earl Barron,0,NA,0,2,.500,4,1,4,1,0,2,9,0,4,.500,.500,GSW,NBA,2011-12,C,0,0,0,Earl Barron,30,0,3,0,NA,7,2
Earl Barron,0,NA,0,18,.353,51,22,5,61,7,12,159,2,51,.353,.353,TOT,NBA,2012-13,C,3,5,6,Earl Barron,31,39,0,5,.429,4,18
Earl Barron,0,NA,0,13,.351,37,16,24,43,5,11,122,1,37,.351,.351,WAS,NBA,2012-13,C,2,5,5,Earl Barron,31,27,11,3,.400,39,13
Earl Barron,0,NA,0,5,.357,14,6,23,18,2,1,37,1,14,.357,.357,NYK,NBA,2012-13,C,1,0,1,Earl Barron,31,12,10,2,.500,28,5
Earl Barron,12,.308,39,16,143,1,6,1,.500,.286,PHO,C,NBA,4,10,.500,Did Not Play,2014-15,2013-14,33,35,14,28,Earl Barron,32,12,1,14,.333,11,2
